"Year","Month","Day","Hour","Minute","DNI"
2003,6,14,2,30,0
2003,6,14,3,30,0
2003,6,14,4,30,0
2003,6,14,5,30,29
2003,6,14,6,30,10
2003,6,14,7,30,589
2003,6,14,8,30,75
2003,6,14,9,30,710
2003,6,14,10,30,580
2003,6,14,11,30,567
2003,6,14,12,30,556
2003,6,14,13,30,94
2003,6,14,14,30,77
2003,6,14,15,30,0
2003,6,14,16,30,163
2003,6,14,17,30,0
2003,6,14,18,30,0
2003,6,14,19,30,0
2003,6,14,20,30,0
2003,6,14,21,30,0
2003,6,14,22,30,0
2003,6,14,23,30,0
2003,6,15,0,30,0
2003,6,15,1,30,0
2003,6,15,2,30,0
2003,6,15,3,30,0
2003,6,15,4,30,0
2003,6,15,5,30,58
2003,6,15,6,30,219
2003,6,15,7,30,212
2003,6,15,8,30,335
2003,6,15,9,30,433
2003,6,15,10,30,408
2003,6,15,11,30,519
2003,6,15,12,30,442
2003,6,15,13,30,178
2003,6,15,14,30,243
2003,6,15,15,30,256
2003,6,15,16,30,189
2003,6,15,17,30,115
2003,6,15,18,30,92
2003,6,15,19,30,0
2003,6,15,20,30,0
2003,6,15,21,30,0
2003,6,15,22,30,0
2003,6,15,23,30,0
2003,6,16,0,30,0
2003,6,16,1,30,0
2003,6,16,2,30,0
2003,6,16,3,30,0
2003,6,16,4,30,0
2003,6,16,5,30,94
2003,6,16,6,30,325
2003,6,16,7,30,492
2003,6,16,8,30,597
2003,6,16,9,30,462
2003,6,16,10,30,478
2003,6,16,11,30,464
2003,6,16,12,30,508
2003,6,16,13,30,314
2003,6,16,14,30,348
2003,6,16,15,30,47
2003,6,16,16,30,384
2003,6,16,17,30,120
2003,6,16,18,30,275
2003,6,16,19,30,0
2003,6,16,20,30,0
2003,6,16,21,30,0
2003,6,16,22,30,0
2003,6,16,23,30,0
2003,6,17,0,30,0
2003,6,17,1,30,0
2003,6,17,2,30,0
2003,6,17,3,30,0
2003,6,17,4,30,0
2003,6,17,5,30,10
2003,6,17,6,30,137
2003,6,17,7,30,229
2003,6,17,8,30,284
2003,6,17,9,30,643
2003,6,17,10,30,504
2003,6,17,11,30,384
2003,6,17,12,30,487
2003,6,17,13,30,539
2003,6,17,14,30,829
2003,6,17,15,30,377
2003,6,17,16,30,429
2003,6,17,17,30,135
2003,6,17,18,30,175
2003,6,17,19,30,0
2003,6,17,20,30,0
2003,6,17,21,30,0
2003,6,17,22,30,0
2003,6,17,23,30,0
2003,6,18,0,30,0
2003,6,18,1,30,0
2003,6,18,2,30,0
2003,6,18,3,30,0
2003,6,18,4,30,0
2003,6,18,5,30,0
2003,6,18,6,30,0
2003,6,18,7,30,0
2003,6,18,8,30,0
2003,6,18,9,30,3
2003,6,18,10,30,11
2003,6,18,11,30,11
2003,6,18,12,30,16
2003,6,18,13,30,38
2003,6,18,14,30,7
2003,6,18,15,30,15
2003,6,18,16,30,0
2003,6,18,17,30,0
2003,6,18,18,30,0
2003,6,18,19,30,0
2003,6,18,20,30,0
2003,6,18,21,30,0
2003,6,18,22,30,0
2003,6,18,23,30,0
2003,6,19,0,30,0
2003,6,19,1,30,0
2003,6,19,2,30,0
2003,6,19,3,30,0
2003,6,19,4,30,0
2003,6,19,5,30,2
2003,6,19,6,30,0
2003,6,19,7,30,0
2003,6,19,8,30,4
2003,6,19,9,30,0
2003,6,19,10,30,8
2003,6,19,11,30,11
2003,6,19,12,30,15
2003,6,19,13,30,11
2003,6,19,14,30,40
2003,6,19,15,30,195
2003,6,19,16,30,404
2003,6,19,17,30,279
2003,6,19,18,30,115
2003,6,19,19,30,0
2003,6,19,20,30,0
2003,6,19,21,30,0
2003,6,19,22,30,0
2003,6,19,23,30,0
2003,6,20,0,30,0
2003,6,20,1,30,0
2003,6,20,2,30,0
2003,6,20,3,30,0
2003,6,20,4,30,0
2003,6,20,5,30,0
2003,6,20,6,30,0
2003,6,20,7,30,0
2003,6,20,8,30,0
2003,6,20,9,30,0
2003,6,20,10,30,0
2003,6,20,11,30,0
2003,6,20,12,30,12
2003,6,20,13,30,9
2003,6,20,14,30,13
2003,6,20,15,30,7
2003,6,20,16,30,6
2003,6,20,17,30,0
2003,6,20,18,30,55
2003,6,20,19,30,0
2003,6,20,20,30,0
2003,6,20,21,30,0
2003,6,20,22,30,0
2003,6,20,23,30,0
2003,6,21,0,30,0
2003,6,21,1,30,0
2003,6,21,2,30,0
2003,6,21,3,30,0
2003,6,21,4,30,0
2003,6,21,5,30,0
2003,6,21,6,30,0
2003,6,21,7,30,0
2003,6,21,8,30,0
2003,6,21,9,30,9
2003,6,21,10,30,0
2003,6,21,11,30,0
2003,6,21,12,30,0
2003,6,21,13,30,11
2003,6,21,14,30,0
2003,6,21,15,30,0
2003,6,21,16,30,0
2003,6,21,17,30,0
2003,6,21,18,30,0
2003,6,21,19,30,0
2003,6,21,20,30,0
2003,6,21,21,30,0
2003,6,21,22,30,0
2003,6,21,23,30,0
2003,6,22,0,30,0
2003,6,22,1,30,0
2003,6,22,2,30,0
2003,6,22,3,30,0
2003,6,22,4,30,0
2003,6,22,5,30,242
2003,6,22,6,30,213
2003,6,22,7,30,0
2003,6,22,8,30,0
2003,6,22,9,30,468
2003,6,22,10,30,263
2003,6,22,11,30,41
2003,6,22,12,30,41
2003,6,22,13,30,11
2003,6,22,14,30,13
2003,6,22,15,30,0
2003,6,22,16,30,0
2003,6,22,17,30,0
2003,6,22,18,30,0
2003,6,22,19,30,0
2003,6,22,20,30,0
2003,6,22,21,30,0
2003,6,22,22,30,0
2003,6,22,23,30,0
2003,6,23,0,30,0
2003,6,23,1,30,0
2003,6,23,2,30,0
2003,6,23,3,30,0
2003,6,23,4,30,0
2003,6,23,5,30,265
2003,6,23,6,30,486
2003,6,23,7,30,628
2003,6,23,8,30,712
2003,6,23,9,30,759
2003,6,23,10,30,775
2003,6,23,11,30,779
2003,6,23,12,30,770
2003,6,23,13,30,738
2003,6,23,14,30,695
2003,6,23,15,30,634
2003,6,23,16,30,531
2003,6,23,17,30,391
2003,6,23,18,30,188
2003,6,23,19,30,0
2003,6,23,20,30,0
2003,6,23,21,30,0
2003,6,23,22,30,0
2003,6,23,23,30,0
2003,6,24,0,30,0
2003,6,24,1,30,0
2003,6,24,2,30,0
2003,6,24,3,30,0
2003,6,24,4,30,0
2003,6,24,5,30,137
2003,6,24,6,30,292
2003,6,24,7,30,493
2003,6,24,8,30,584
2003,6,24,9,30,642
2003,6,24,10,30,675
2003,6,24,11,30,698
2003,6,24,12,30,707
2003,6,24,13,30,696
2003,6,24,14,30,676
2003,6,24,15,30,638
2003,6,24,16,30,561
2003,6,24,17,30,449
2003,6,24,18,30,254
2003,6,24,19,30,0
2003,6,24,20,30,0
2003,6,24,21,30,0
2003,6,24,22,30,0
2003,6,24,23,30,0
2003,6,25,0,30,0
2003,6,25,1,30,0
2003,6,25,2,30,0
2003,6,25,3,30,0
2003,6,25,4,30,0
2003,6,25,5,30,333
2003,6,25,6,30,558
2003,6,25,7,30,674
2003,6,25,8,30,740
2003,6,25,9,30,773
2003,6,25,10,30,776
2003,6,25,11,30,779
2003,6,25,12,30,770
2003,6,25,13,30,507
2003,6,25,14,30,567
2003,6,25,15,30,654
2003,6,25,16,30,576
2003,6,25,17,30,392
2003,6,25,18,30,172
2003,6,25,19,30,0
2003,6,25,20,30,0
2003,6,25,21,30,0
2003,6,25,22,30,0
2003,6,25,23,30,0
2003,6,26,0,30,0
2003,6,26,1,30,0
2003,6,26,2,30,0
2003,6,26,3,30,0
2003,6,26,4,30,0
2003,6,26,5,30,168
2003,6,26,6,30,369
2003,6,26,7,30,489
2003,6,26,8,30,589
2003,6,26,9,30,652
2003,6,26,10,30,672
2003,6,26,11,30,688
2003,6,26,12,30,689
2003,6,26,13,30,646
2003,6,26,14,30,615
2003,6,26,15,30,561
2003,6,26,16,30,349
2003,6,26,17,30,335
2003,6,26,18,30,157
2003,6,26,19,30,0
2003,6,26,20,30,0
2003,6,26,21,30,0
2003,6,26,22,30,0
2003,6,26,23,30,0
2003,6,27,0,30,0
2003,6,27,1,30,0
2003,6,27,2,30,0
2003,6,27,3,30,0
2003,6,27,4,30,0
2003,6,27,5,30,168
2003,6,27,6,30,361
2003,6,27,7,30,432
2003,6,27,8,30,553
2003,6,27,9,30,644
2003,6,27,10,30,619
2003,6,27,11,30,642
2003,6,27,12,30,639
2003,6,27,13,30,558
2003,6,27,14,30,520
2003,6,27,15,30,465
2003,6,27,16,30,365
2003,6,27,17,30,185
2003,6,27,18,30,0
2003,6,27,19,30,0
2003,6,27,20,30,0
2003,6,27,21,30,0
2003,6,27,22,30,0
2003,6,27,23,30,0
2003,6,28,0,30,0
2003,6,28,1,30,0
2003,6,28,2,30,0
2003,6,28,3,30,0
2003,6,28,4,30,0
2003,6,28,5,30,246
2003,6,28,6,30,196
2003,6,28,7,30,185
2003,6,28,8,30,236
2003,6,28,9,30,400
2003,6,28,10,30,492
2003,6,28,11,30,822
2003,6,28,12,30,832
2003,6,28,13,30,800
2003,6,28,14,30,770
2003,6,28,15,30,717
2003,6,28,16,30,644
2003,6,28,17,30,523
2003,6,28,18,30,265
2003,6,28,19,30,0
2003,6,28,20,30,0
2003,6,28,21,30,0
2003,6,28,22,30,0
2003,6,28,23,30,0
2003,6,29,0,30,0
2003,6,29,1,30,0
2003,6,29,2,30,0
2003,6,29,3,30,0
2003,6,29,4,30,0
2003,6,29,5,30,0
2003,6,29,6,30,217
2003,6,29,7,30,387
2003,6,29,8,30,41
2003,6,29,9,30,25
2003,6,29,10,30,28
2003,6,29,11,30,612
2003,6,29,12,30,623
2003,6,29,13,30,570
2003,6,29,14,30,533
2003,6,29,15,30,483
2003,6,29,16,30,219
2003,6,29,17,30,319
2003,6,29,18,30,92
2003,6,29,19,30,0
2003,6,29,20,30,0
2003,6,29,21,30,0
2003,6,29,22,30,0
2003,6,29,23,30,0
2003,6,30,0,30,0
2003,6,30,1,30,0
2003,6,30,2,30,0
2003,6,30,3,30,0
2003,6,30,4,30,0
2003,6,30,5,30,131
2003,6,30,6,30,277
2003,6,30,7,30,384
2003,6,30,8,30,68
2003,6,30,9,30,284
2003,6,30,10,30,20
2003,6,30,11,30,82
2003,6,30,12,30,127
2003,6,30,13,30,85
2003,6,30,14,30,454
2003,6,30,15,30,586
2003,6,30,16,30,497
2003,6,30,17,30,253
2003,6,30,18,30,120
2003,6,30,19,30,0
2003,6,30,20,30,0
2003,6,30,21,30,0
2003,6,30,22,30,0
2003,6,30,23,30,0
2003,7,1,0,30,0
2003,7,1,1,30,0
2003,7,1,2,30,0
2003,7,1,3,30,0
2003,7,1,4,30,0
2003,7,1,5,30,424
2003,7,1,6,30,653
2003,7,1,7,30,785
2003,7,1,8,30,851
2003,7,1,9,30,887
2003,7,1,10,30,897
2003,7,1,11,30,901
2003,7,1,12,30,895
2003,7,1,13,30,882
2003,7,1,14,30,851
2003,7,1,15,30,800
2003,7,1,16,30,725
2003,7,1,17,30,596
2003,7,1,18,30,369
2003,7,1,19,30,0
2003,7,1,20,30,0
2003,7,1,21,30,0
2003,7,1,22,30,0
2003,7,1,23,30,0
2003,7,2,0,30,0
2003,7,2,1,30,0
2003,7,2,2,30,0
2003,7,2,3,30,0
2003,7,2,4,30,0
2003,7,2,5,30,0
2003,7,2,6,30,199
2003,7,2,7,30,307
2003,7,2,8,30,390
2003,7,2,9,30,448
2003,7,2,10,30,421
2003,7,2,11,30,432
2003,7,2,12,30,523
2003,7,2,13,30,284
2003,7,2,14,30,500
2003,7,2,15,30,200
2003,7,2,16,30,146
2003,7,2,17,30,390
2003,7,2,18,30,191
2003,7,2,19,30,0
2003,7,2,20,30,0
2003,7,2,21,30,0
2003,7,2,22,30,0
2003,7,2,23,30,0
2003,7,3,0,30,0
2003,7,3,1,30,0
2003,7,3,2,30,0
2003,7,3,3,30,0
2003,7,3,4,30,0
2003,7,3,5,30,0
2003,7,3,6,30,0
2003,7,3,7,30,0
2003,7,3,8,30,10
2003,7,3,9,30,12
2003,7,3,10,30,14
2003,7,3,11,30,17
2003,7,3,12,30,13
2003,7,3,13,30,2
2003,7,3,14,30,49
2003,7,3,15,30,112
2003,7,3,16,30,537
2003,7,3,17,30,381
2003,7,3,18,30,173
2003,7,3,19,30,0
2003,7,3,20,30,0
2003,7,3,21,30,0
2003,7,3,22,30,0
2003,7,3,23,30,0
2003,7,4,0,30,0
2003,7,4,1,30,0
2003,7,4,2,30,0
2003,7,4,3,30,0
2003,7,4,4,30,0
2003,7,4,5,30,156
2003,7,4,6,30,339
2003,7,4,7,30,456
2003,7,4,8,30,549
2003,7,4,9,30,617
2003,7,4,10,30,476
2003,7,4,11,30,656
2003,7,4,12,30,497
2003,7,4,13,30,482
2003,7,4,14,30,610
2003,7,4,15,30,551
2003,7,4,16,30,391
2003,7,4,17,30,0
2003,7,4,18,30,0
2003,7,4,19,30,0
2003,7,4,20,30,0
2003,7,4,21,30,0
2003,7,4,22,30,0
2003,7,4,23,30,0
2003,7,5,0,30,0
2003,7,5,1,30,0
2003,7,5,2,30,0
2003,7,5,3,30,0
2003,7,5,4,30,0
2003,7,5,5,30,93
2003,7,5,6,30,161
2003,7,5,7,30,333
2003,7,5,8,30,399
2003,7,5,9,30,624
2003,7,5,10,30,638
2003,7,5,11,30,647
2003,7,5,12,30,227
2003,7,5,13,30,471
2003,7,5,14,30,547
2003,7,5,15,30,498
2003,7,5,16,30,439
2003,7,5,17,30,328
2003,7,5,18,30,97
2003,7,5,19,30,0
2003,7,5,20,30,0
2003,7,5,21,30,0
2003,7,5,22,30,0
2003,7,5,23,30,0
2003,7,6,0,30,0
2003,7,6,1,30,0
2003,7,6,2,30,0
2003,7,6,3,30,0
2003,7,6,4,30,0
2003,7,6,5,30,291
2003,7,6,6,30,541
2003,7,6,7,30,637
2003,7,6,8,30,716
2003,7,6,9,30,759
2003,7,6,10,30,810
2003,7,6,11,30,578
2003,7,6,12,30,809
2003,7,6,13,30,790
2003,7,6,14,30,532
2003,7,6,15,30,552
2003,7,6,16,30,248
2003,7,6,17,30,523
2003,7,6,18,30,295
2003,7,6,19,30,0
2003,7,6,20,30,0
2003,7,6,21,30,0
2003,7,6,22,30,0
2003,7,6,23,30,0
2003,7,7,0,30,0
2003,7,7,1,30,0
2003,7,7,2,30,0
2003,7,7,3,30,0
2003,7,7,4,30,0
2003,7,7,5,30,80
2003,7,7,6,30,127
2003,7,7,7,30,447
2003,7,7,8,30,546
2003,7,7,9,30,611
2003,7,7,10,30,653
2003,7,7,11,30,671
2003,7,7,12,30,667
2003,7,7,13,30,615
2003,7,7,14,30,469
2003,7,7,15,30,96
2003,7,7,16,30,1
2003,7,7,17,30,0
2003,7,7,18,30,0
2003,7,7,19,30,0
2003,7,7,20,30,0
2003,7,7,21,30,0
2003,7,7,22,30,0
2003,7,7,23,30,0
2003,7,8,0,30,0
2003,7,8,1,30,0
2003,7,8,2,30,0
2003,7,8,3,30,0
2003,7,8,4,30,0
2003,7,8,5,30,127
2003,7,8,6,30,513
2003,7,8,7,30,587
2003,7,8,8,30,665
2003,7,8,9,30,714
2003,7,8,10,30,410
2003,7,8,11,30,380
2003,7,8,12,30,179
2003,7,8,13,30,438
2003,7,8,14,30,439
2003,7,8,15,30,372
2003,7,8,16,30,530
2003,7,8,17,30,410
2003,7,8,18,30,202
2003,7,8,19,30,0
2003,7,8,20,30,0
2003,7,8,21,30,0
2003,7,8,22,30,0
2003,7,8,23,30,0
2003,7,9,0,30,0
2003,7,9,1,30,0
2003,7,9,2,30,0
2003,7,9,3,30,0
2003,7,9,4,30,0
2003,7,9,5,30,0
2003,7,9,6,30,0
2003,7,9,7,30,0
2003,7,9,8,30,0
2003,7,9,9,30,0
2003,7,9,10,30,29
2003,7,9,11,30,42
2003,7,9,12,30,4
2003,7,9,13,30,8
2003,7,9,14,30,28
2003,7,9,15,30,42
2003,7,9,16,30,243
2003,7,9,17,30,89
2003,7,9,18,30,70
2003,7,9,19,30,0
2003,7,9,20,30,0
2003,7,9,21,30,0
2003,7,9,22,30,0
2003,7,9,23,30,0
2003,7,10,0,30,0
2003,7,10,1,30,0
2003,7,10,2,30,0
2003,7,10,3,30,0
2003,7,10,4,30,0
2003,7,10,5,30,0
2003,7,10,6,30,0
2003,7,10,7,30,0
2003,7,10,8,30,0
2003,7,10,9,30,0
2003,7,10,10,30,0
2003,7,10,11,30,0
2003,7,10,12,30,0
2003,7,10,13,30,0
2003,7,10,14,30,0
2003,7,10,15,30,0
2003,7,10,16,30,0
2003,7,10,17,30,0
2003,7,10,18,30,0
2003,7,10,19,30,0
2003,7,10,20,30,0
2003,7,10,21,30,0
2003,7,10,22,30,0
2003,7,10,23,30,0
2003,7,11,0,30,0
2003,7,11,1,30,0
2003,7,11,2,30,0
2003,7,11,3,30,0
2003,7,11,4,30,0
2003,7,11,5,30,0
2003,7,11,6,30,0
2003,7,11,7,30,0
2003,7,11,8,30,0
2003,7,11,9,30,9
2003,7,11,10,30,19
2003,7,11,11,30,14
2003,7,11,12,30,264
2003,7,11,13,30,141
2003,7,11,14,30,9
2003,7,11,15,30,271
2003,7,11,16,30,566
2003,7,11,17,30,46
2003,7,11,18,30,260
2003,7,11,19,30,0
2003,7,11,20,30,0
2003,7,11,21,30,0
2003,7,11,22,30,0
2003,7,11,23,30,0
2003,7,12,0,30,0
2003,7,12,1,30,0
2003,7,12,2,30,0
2003,7,12,3,30,0
2003,7,12,4,30,0
2003,7,12,5,30,367
2003,7,12,6,30,611
2003,7,12,7,30,751
2003,7,12,8,30,816
2003,7,12,9,30,849
2003,7,12,10,30,811
2003,7,12,11,30,807
2003,7,12,12,30,797
2003,7,12,13,30,288
2003,7,12,14,30,610
2003,7,12,15,30,562
2003,7,12,16,30,592
2003,7,12,17,30,451
2003,7,12,18,30,225
2003,7,12,19,30,0
2003,7,12,20,30,0
2003,7,12,21,30,0
2003,7,12,22,30,0
2003,7,12,23,30,0
2003,7,13,0,30,0
2003,7,13,1,30,0
2003,7,13,2,30,0
2003,7,13,3,30,0
2003,7,13,4,30,0
2003,7,13,5,30,99
2003,7,13,6,30,336
2003,7,13,7,30,706
2003,7,13,8,30,795
2003,7,13,9,30,856
2003,7,13,10,30,853
2003,7,13,11,30,380
2003,7,13,12,30,875
2003,7,13,13,30,492
2003,7,13,14,30,569
2003,7,13,15,30,769
2003,7,13,16,30,547
2003,7,13,17,30,386
2003,7,13,18,30,377
2003,7,13,19,30,0
2003,7,13,20,30,0
2003,7,13,21,30,0
2003,7,13,22,30,0
2003,7,13,23,30,0
2003,7,14,0,30,0
2003,7,14,1,30,0
2003,7,14,2,30,0
2003,7,14,3,30,0
2003,7,14,4,30,0
2003,7,14,5,30,9
2003,7,14,6,30,276
2003,7,14,7,30,10
2003,7,14,8,30,9
2003,7,14,9,30,13
2003,7,14,10,30,57
2003,7,14,11,30,50
2003,7,14,12,30,175
2003,7,14,13,30,60
2003,7,14,14,30,227
2003,7,14,15,30,410
2003,7,14,16,30,642
2003,7,14,17,30,337
2003,7,14,18,30,189
2003,7,14,19,30,0
2003,7,14,20,30,0
2003,7,14,21,30,0
2003,7,14,22,30,0
2003,7,14,23,30,0
2003,7,15,0,30,0
2003,7,15,1,30,0
2003,7,15,2,30,0
2003,7,15,3,30,0
2003,7,15,4,30,0
2003,7,15,5,30,339
2003,7,15,6,30,585
2003,7,15,7,30,708
2003,7,15,8,30,788
2003,7,15,9,30,831
2003,7,15,10,30,846
2003,7,15,11,30,852
2003,7,15,12,30,847
2003,7,15,13,30,541
2003,7,15,14,30,783
2003,7,15,15,30,718
2003,7,15,16,30,631
2003,7,15,17,30,492
2003,7,15,18,30,263
2003,7,15,19,30,0
2003,7,15,20,30,0
2003,7,15,21,30,0
2003,7,15,22,30,0
2003,7,15,23,30,0
2003,7,16,0,30,0
2003,7,16,1,30,0
2003,7,16,2,30,0
2003,7,16,3,30,0
2003,7,16,4,30,0
2003,7,16,5,30,5
2003,7,16,6,30,259
2003,7,16,7,30,178
2003,7,16,8,30,0
2003,7,16,9,30,46
2003,7,16,10,30,0
2003,7,16,11,30,310
2003,7,16,12,30,303
2003,7,16,13,30,442
2003,7,16,14,30,439
2003,7,16,15,30,529
2003,7,16,16,30,216
2003,7,16,17,30,133
2003,7,16,18,30,174
2003,7,16,19,30,0
2003,7,16,20,30,0
2003,7,16,21,30,0
2003,7,16,22,30,0
2003,7,16,23,30,0
2003,7,17,0,30,0
2003,7,17,1,30,0
2003,7,17,2,30,0
2003,7,17,3,30,0
2003,7,17,4,30,0
2003,7,17,5,30,333
2003,7,17,6,30,603
2003,7,17,7,30,745
2003,7,17,8,30,825
2003,7,17,9,30,872
2003,7,17,10,30,878
2003,7,17,11,30,888
2003,7,17,12,30,887
2003,7,17,13,30,879
2003,7,17,14,30,856
2003,7,17,15,30,817
2003,7,17,16,30,748
2003,7,17,17,30,631
2003,7,17,18,30,400
2003,7,17,19,30,0
2003,7,17,20,30,0
2003,7,17,21,30,0
2003,7,17,22,30,0
2003,7,17,23,30,0
2003,7,18,0,30,0
2003,7,18,1,30,0
2003,7,18,2,30,0
2003,7,18,3,30,0
2003,7,18,4,30,0
2003,7,18,5,30,261
2003,7,18,6,30,495
2003,7,18,7,30,8
2003,7,18,8,30,4
2003,7,18,9,30,24
2003,7,18,10,30,0
2003,7,18,11,30,0
2003,7,18,12,30,190
2003,7,18,13,30,160
2003,7,18,14,30,12
2003,7,18,15,30,57
2003,7,18,16,30,0
2003,7,18,17,30,0
2003,7,18,18,30,0
2003,7,18,19,30,0
2003,7,18,20,30,0
2003,7,18,21,30,0
2003,7,18,22,30,0
2003,7,18,23,30,0
2003,7,19,0,30,0
2003,7,19,1,30,0
2003,7,19,2,30,0
2003,7,19,3,30,0
2003,7,19,4,30,0
2003,7,19,5,30,33
2003,7,19,6,30,180
2003,7,19,7,30,407
2003,7,19,8,30,610
2003,7,19,9,30,487
2003,7,19,10,30,439
2003,7,19,11,30,502
2003,7,19,12,30,526
2003,7,19,13,30,537
2003,7,19,14,30,850
2003,7,19,15,30,809
2003,7,19,16,30,749
2003,7,19,17,30,461
2003,7,19,18,30,381
2003,7,19,19,30,0
2003,7,19,20,30,0
2003,7,19,21,30,0
2003,7,19,22,30,0
2003,7,19,23,30,0
2003,7,20,0,30,0
2003,7,20,1,30,0
2003,7,20,2,30,0
2003,7,20,3,30,0
2003,7,20,4,30,0
2003,7,20,5,30,333
2003,7,20,6,30,586
2003,7,20,7,30,723
2003,7,20,8,30,794
2003,7,20,9,30,832
2003,7,20,10,30,854
2003,7,20,11,30,857
2003,7,20,12,30,845
2003,7,20,13,30,836
2003,7,20,14,30,788
2003,7,20,15,30,715
2003,7,20,16,30,184
2003,7,20,17,30,186
2003,7,20,18,30,185
2003,7,20,19,30,0
2003,7,20,20,30,0
2003,7,20,21,30,0
2003,7,20,22,30,0
2003,7,20,23,30,0
2003,7,21,0,30,0
2003,7,21,1,30,0
2003,7,21,2,30,0
2003,7,21,3,30,0
2003,7,21,4,30,0
2003,7,21,5,30,48
2003,7,21,6,30,0
2003,7,21,7,30,0
2003,7,21,8,30,0
2003,7,21,9,30,12
2003,7,21,10,30,131
2003,7,21,11,30,91
2003,7,21,12,30,184
2003,7,21,13,30,296
2003,7,21,14,30,411
2003,7,21,15,30,385
2003,7,21,16,30,249
2003,7,21,17,30,182
2003,7,21,18,30,32
2003,7,21,19,30,0
2003,7,21,20,30,0
2003,7,21,21,30,0
2003,7,21,22,30,0
2003,7,21,23,30,0
2003,7,22,0,30,0
2003,7,22,1,30,0
2003,7,22,2,30,0
2003,7,22,3,30,0
2003,7,22,4,30,0
2003,7,22,5,30,5
2003,7,22,6,30,44
2003,7,22,7,30,130
2003,7,22,8,30,524
2003,7,22,9,30,22
2003,7,22,10,30,95
2003,7,22,11,30,105
2003,7,22,12,30,89
2003,7,22,13,30,0
2003,7,22,14,30,0
2003,7,22,15,30,0
2003,7,22,16,30,5
2003,7,22,17,30,0
2003,7,22,18,30,0
2003,7,22,19,30,0
2003,7,22,20,30,0
2003,7,22,21,30,0
2003,7,22,22,30,0
2003,7,22,23,30,0
2003,7,23,0,30,0
2003,7,23,1,30,0
2003,7,23,2,30,0
2003,7,23,3,30,0
2003,7,23,4,30,0
2003,7,23,5,30,0
2003,7,23,6,30,0
2003,7,23,7,30,9
2003,7,23,8,30,10
2003,7,23,9,30,10
2003,7,23,10,30,14
2003,7,23,11,30,164
2003,7,23,12,30,16
2003,7,23,13,30,33
2003,7,23,14,30,82
2003,7,23,15,30,279
2003,7,23,16,30,318
2003,7,23,17,30,136
2003,7,23,18,30,0
2003,7,23,19,30,0
2003,7,23,20,30,0
2003,7,23,21,30,0
2003,7,23,22,30,0
2003,7,23,23,30,0
2003,7,24,0,30,0
2003,7,24,1,30,0
2003,7,24,2,30,0
2003,7,24,3,30,0
2003,7,24,4,30,0
2003,7,24,5,30,0
2003,7,24,6,30,5
2003,7,24,7,30,126
2003,7,24,8,30,93
2003,7,24,9,30,361
2003,7,24,10,30,273
2003,7,24,11,30,122
2003,7,24,12,30,296
2003,7,24,13,30,432
2003,7,24,14,30,412
2003,7,24,15,30,83
2003,7,24,16,30,41
2003,7,24,17,30,0
2003,7,24,18,30,25
2003,7,24,19,30,0
2003,7,24,20,30,0
2003,7,24,21,30,0
2003,7,24,22,30,0
2003,7,24,23,30,0
2003,7,25,0,30,0
2003,7,25,1,30,0
2003,7,25,2,30,0
2003,7,25,3,30,0
2003,7,25,4,30,0
2003,7,25,5,30,242
2003,7,25,6,30,520
2003,7,25,7,30,700
2003,7,25,8,30,783
2003,7,25,9,30,831
2003,7,25,10,30,839
2003,7,25,11,30,856
2003,7,25,12,30,857
2003,7,25,13,30,857
2003,7,25,14,30,821
2003,7,25,15,30,765
2003,7,25,16,30,661
2003,7,25,17,30,348
2003,7,25,18,30,255
2003,7,25,19,30,0
2003,7,25,20,30,0
2003,7,25,21,30,0
2003,7,25,22,30,0
2003,7,25,23,30,0
2003,7,26,0,30,0
2003,7,26,1,30,0
2003,7,26,2,30,0
2003,7,26,3,30,0
2003,7,26,4,30,0
2003,7,26,5,30,199
2003,7,26,6,30,463
2003,7,26,7,30,605
2003,7,26,8,30,695
2003,7,26,9,30,745
2003,7,26,10,30,418
2003,7,26,11,30,391
2003,7,26,12,30,145
2003,7,26,13,30,642
2003,7,26,14,30,23
2003,7,26,15,30,0
2003,7,26,16,30,45
2003,7,26,17,30,23
2003,7,26,18,30,0
2003,7,26,19,30,0
2003,7,26,20,30,0
2003,7,26,21,30,0
2003,7,26,22,30,0
2003,7,26,23,30,0
2003,7,27,0,30,0
2003,7,27,1,30,0
2003,7,27,2,30,0
2003,7,27,3,30,0
2003,7,27,4,30,0
2003,7,27,5,30,0
2003,7,27,6,30,0
2003,7,27,7,30,258
2003,7,27,8,30,34
2003,7,27,9,30,602
2003,7,27,10,30,556
2003,7,27,11,30,391
2003,7,27,12,30,0
2003,7,27,13,30,432
2003,7,27,14,30,449
2003,7,27,15,30,216
2003,7,27,16,30,156
2003,7,27,17,30,180
2003,7,27,18,30,0
2003,7,27,19,30,0
2003,7,27,20,30,0
2003,7,27,21,30,0
2003,7,27,22,30,0
2003,7,27,23,30,0
2003,7,28,0,30,0
2003,7,28,1,30,0
2003,7,28,2,30,0
2003,7,28,3,30,0
2003,7,28,4,30,0
2003,7,28,5,30,20
2003,7,28,6,30,212
2003,7,28,7,30,646
2003,7,28,8,30,760
2003,7,28,9,30,822
2003,7,28,10,30,825
2003,7,28,11,30,841
2003,7,28,12,30,841
2003,7,28,13,30,801
2003,7,28,14,30,477
2003,7,28,15,30,466
2003,7,28,16,30,97
2003,7,28,17,30,114
2003,7,28,18,30,11
2003,7,28,19,30,0
2003,7,28,20,30,0
